"dep";"jour";"nb"
"69";2020-05-14;43
"70";2020-05-14;6
"71";2020-05-14;14
"72";2020-05-14;14
"73";2020-05-14;10
"74";2020-05-14;22
"75";2020-05-14;51
"76";2020-05-14;23
"77";2020-05-14;28
"78";2020-05-14;37
"79";2020-05-14;6
"80";2020-05-14;15
"81";2020-05-14;5
"82";2020-05-14;3
"83";2020-05-14;28
"84";2020-05-14;10
"85";2020-05-14;7
"86";2020-05-14;3
"87";2020-05-14;4
"88";2020-05-14;14
"89";2020-05-14;10
"90";2020-05-14;2
"91";2020-05-14;31
"92";2020-05-14;52
"93";2020-05-14;37
"94";2020-05-14;34
"95";2020-05-14;29
"971";2020-05-14;5
"972";2020-05-14;1
"973";2020-05-14;2
"974";2020-05-14;2
"976";2020-05-14;1
"01";2020-05-15;12
"02";2020-05-15;12
"03";2020-05-15;3
"04";2020-05-15;6
"05";2020-05-15;5
"06";2020-05-15;29
"07";2020-05-15;13
"08";2020-05-15;7
"09";2020-05-15;2
"10";2020-05-15;8
"11";2020-05-15;5
"12";2020-05-15;3
"13";2020-05-15;57
"14";2020-05-15;13
"15";2020-05-15;6
"16";2020-05-15;3
"17";2020-05-15;6
"18";2020-05-15;5
"19";2020-05-15;4
"21";2020-05-15;12
"22";2020-05-15;9
"23";2020-05-15;2
"24";2020-05-15;3
"25";2020-05-15;12
"26";2020-05-15;14
"27";2020-05-15;8
"28";2020-05-15;10
"29";2020-05-15;14
"2A";2020-05-15;5
"2B";2020-05-15;1
"30";2020-05-15;5
"31";2020-05-15;14
"32";2020-05-15;2
"33";2020-05-15;21
"34";2020-05-15;17
"35";2020-05-15;16
"36";2020-05-15;10
"37";2020-05-15;12
"38";2020-05-15;13
"39";2020-05-15;6
"40";2020-05-15;2
"41";2020-05-15;9
"42";2020-05-15;18
"43";2020-05-15;7
"44";2020-05-15;25
"45";2020-05-15;13
"46";2020-05-15;4
"47";2020-05-15;4
"48";2020-05-15;1
"49";2020-05-15;22
"50";2020-05-15;11
"51";2020-05-15;13
"52";2020-05-15;10
"53";2020-05-15;9
"54";2020-05-15;23
"55";2020-05-15;5
"56";2020-05-15;12
"57";2020-05-15;31
"58";2020-05-15;5
"59";2020-05-15;51
"60";2020-05-15;23
"61";2020-05-15;9
"62";2020-05-15;29
"63";2020-05-15;9
"64";2020-05-15;8
"65";2020-05-15;5
"66";2020-05-15;3
"67";2020-05-15;28
"68";2020-05-15;32
"69";2020-05-15;43
"70";2020-05-15;6
"71";2020-05-15;14
"72";2020-05-15;14
"73";2020-05-15;10
"74";2020-05-15;22
"75";2020-05-15;51
"76";2020-05-15;23
"77";2020-05-15;28
"78";2020-05-15;37
"79";2020-05-15;7
"80";2020-05-15;15
"81";2020-05-15;5
"82";2020-05-15;3
"83";2020-05-15;28
"84";2020-05-15;10
"85";2020-05-15;8
"86";2020-05-15;3
"87";2020-05-15;4
"88";2020-05-15;14
"89";2020-05-15;10
"90";2020-05-15;2
"91";2020-05-15;31
"92";2020-05-15;52
"93";2020-05-15;37
"94";2020-05-15;34
"95";2020-05-15;29
"971";2020-05-15;5
"972";2020-05-15;1
"973";2020-05-15;2
"974";2020-05-15;2
"976";2020-05-15;1
"01";2020-05-16;12
"02";2020-05-16;12
"03";2020-05-16;3
"04";2020-05-16;6
"05";2020-05-16;5
"06";2020-05-16;29
"07";2020-05-16;13
"08";2020-05-16;7
"09";2020-05-16;2
"10";2020-05-16;8
"11";2020-05-16;5
"12";2020-05-16;3
"13";2020-05-16;57
"14";2020-05-16;13
"15";2020-05-16;6
"16";2020-05-16;3
"17";2020-05-16;6
"18";2020-05-16;5
"19";2020-05-16;4
"21";2020-05-16;12
"22";2020-05-16;9
"23";2020-05-16;2
"24";2020-05-16;3
"25";2020-05-16;12
"26";2020-05-16;14
"27";2020-05-16;8
"28";2020-05-16;10
"29";2020-05-16;14
"2A";2020-05-16;5
"2B";2020-05-16;1
"30";2020-05-16;5
"31";2020-05-16;14
"32";2020-05-16;2
"33";2020-05-16;21
"34";2020-05-16;17
"35";2020-05-16;16
"36";2020-05-16;10
"37";2020-05-16;12
"38";2020-05-16;13
"39";2020-05-16;6
"40";2020-05-16;2
"41";2020-05-16;9
"42";2020-05-16;18
"43";2020-05-16;7
"44";2020-05-16;25
"45";2020-05-16;13
"46";2020-05-16;4
"47";2020-05-16;4
"48";2020-05-16;1
"49";2020-05-16;22
"50";2020-05-16;11
"51";2020-05-16;13
"52";2020-05-16;10
"53";2020-05-16;9
"54";2020-05-16;23
"55";2020-05-16;5
"56";2020-05-16;12
"57";2020-05-16;32
"58";2020-05-16;5
"59";2020-05-16;51
"60";2020-05-16;23
"61";2020-05-16;9
"62";2020-05-16;29
"63";2020-05-16;9
"64";2020-05-16;8
"65";2020-05-16;5
"66";2020-05-16;3
"67";2020-05-16;29
"68";2020-05-16;32
"69";2020-05-16;43
"70";2020-05-16;6
"71";2020-05-16;14
"72";2020-05-16;14
"73";2020-05-16;10
"74";2020-05-16;22
"75";2020-05-16;51
"76";2020-05-16;23
"77";2020-05-16;28
"78";2020-05-16;37
"79";2020-05-16;7
"80";2020-05-16;15
"81";2020-05-16;5
"82";2020-05-16;3
"83";2020-05-16;28
"84";2020-05-16;10
"85";2020-05-16;8
"86";2020-05-16;3
"87";2020-05-16;4
"88";2020-05-16;14
"89";2020-05-16;10
"90";2020-05-16;2
"91";2020-05-16;31
"92";2020-05-16;52
"93";2020-05-16;37
"94";2020-05-16;34
"95";2020-05-16;29
"971";2020-05-16;5
"972";2020-05-16;1
"973";2020-05-16;2
"974";2020-05-16;2
"976";2020-05-16;1
"01";2020-05-17;12
"02";2020-05-17;12
"03";2020-05-17;3
"04";2020-05-17;6
"05";2020-05-17;5
"06";2020-05-17;29
"07";2020-05-17;13
"08";2020-05-17;7
"09";2020-05-17;2
"10";2020-05-17;8
"11";2020-05-17;5
"12";2020-05-17;3
"13";2020-05-17;57
"14";2020-05-17;13
"15";2020-05-17;6
"16";2020-05-17;3
"17";2020-05-17;6
"18";2020-05-17;5
"19";2020-05-17;4
"21";2020-05-17;12
"22";2020-05-17;9
"23";2020-05-17;2
"24";2020-05-17;3
"25";2020-05-17;12
"26";2020-05-17;14
"27";2020-05-17;8
"28";2020-05-17;10
"29";2020-05-17;14
"2A";2020-05-17;5
"2B";2020-05-17;1
"30";2020-05-17;5
"31";2020-05-17;14
"32";2020-05-17;2
"33";2020-05-17;21
"34";2020-05-17;17
"35";2020-05-17;16
"36";2020-05-17;10
"37";2020-05-17;12
"38";2020-05-17;13
"39";2020-05-17;6
"40";2020-05-17;2
"41";2020-05-17;9
"42";2020-05-17;18
"43";2020-05-17;7
"44";2020-05-17;25
"45";2020-05-17;13
"46";2020-05-17;4
"47";2020-05-17;4
"48";2020-05-17;1
"49";2020-05-17;22
"50";2020-05-17;11
"51";2020-05-17;13
"52";2020-05-17;10
"53";2020-05-17;9
"54";2020-05-17;23
"55";2020-05-17;5
"56";2020-05-17;12
"57";2020-05-17;32
"58";2020-05-17;5
"59";2020-05-17;51
"60";2020-05-17;23
"61";2020-05-17;9
"62";2020-05-17;29
"63";2020-05-17;9
"64";2020-05-17;8
"65";2020-05-17;5
"66";2020-05-17;3
"67";2020-05-17;29
"68";2020-05-17;32
"69";2020-05-17;43
"70";2020-05-17;6
"71";2020-05-17;14
"72";2020-05-17;14
"73";2020-05-17;10
"74";2020-05-17;22
"75";2020-05-17;51
"76";2020-05-17;24
"77";2020-05-17;28
"78";2020-05-17;37
"79";2020-05-17;7
"80";2020-05-17;15
"81";2020-05-17;5
"82";2020-05-17;3
"83";2020-05-17;28
"84";2020-05-17;10
"85";2020-05-17;8
"86";2020-05-17;3
"87";2020-05-17;4
"88";2020-05-17;14
"89";2020-05-17;10
"90";2020-05-17;2
"91";2020-05-17;31
"92";2020-05-17;52
"93";2020-05-17;37
"94";2020-05-17;34
"95";2020-05-17;29
"971";2020-05-17;5
"972";2020-05-17;1
"973";2020-05-17;3
"974";2020-05-17;2
"976";2020-05-17;1
"01";2020-05-18;13
"02";2020-05-18;12
"03";2020-05-18;3
"04";2020-05-18;7
"05";2020-05-18;5
"06";2020-05-18;29
"07";2020-05-18;13
"08";2020-05-18;7
"09";2020-05-18;2
"10";2020-05-18;8
"11";2020-05-18;5
"12";2020-05-18;3
"13";2020-05-18;57
"14";2020-05-18;13
"15";2020-05-18;6
"16";2020-05-18;3
"17";2020-05-18;6
"18";2020-05-18;5
"19";2020-05-18;4
"21";2020-05-18;12
"22";2020-05-18;9
"23";2020-05-18;2
"24";2020-05-18;3
"25";2020-05-18;12
"26";2020-05-18;14
"27";2020-05-18;8
"28";2020-05-18;10
"29";2020-05-18;14
"2A";2020-05-18;5
"2B";2020-05-18;1
"30";2020-05-18;5
"31";2020-05-18;15
"32";2020-05-18;2
"33";2020-05-18;21
"34";2020-05-18;17
"35";2020-05-18;16
"36";2020-05-18;10
"37";2020-05-18;12
"38";2020-05-18;13
"39";2020-05-18;6
"40";2020-05-18;2
"41";2020-05-18;9
"42";2020-05-18;20
"43";2020-05-18;7
"44";2020-05-18;25
"45";2020-05-18;13
"46";2020-05-18;4
"47";2020-05-18;4
"48";2020-05-18;1
"49";2020-05-18;22
"50";2020-05-18;11
"51";2020-05-18;13
"52";2020-05-18;10
"53";2020-05-18;9
"54";2020-05-18;23
"55";2020-05-18;5
"56";2020-05-18;12
"57";2020-05-18;32
"58";2020-05-18;5
"59";2020-05-18;51
"60";2020-05-18;23
"61";2020-05-18;9
"62";2020-05-18;29
"63";2020-05-18;9
"64";2020-05-18;8
"65";2020-05-18;5
"66";2020-05-18;3
"67";2020-05-18;29
"68";2020-05-18;32
"69";2020-05-18;43
"70";2020-05-18;6
"71";2020-05-18;14
"72";2020-05-18;14
"73";2020-05-18;10
"74";2020-05-18;22
"75";2020-05-18;51
"76";2020-05-18;24
"77";2020-05-18;28
"78";2020-05-18;37
"79";2020-05-18;7
"80";2020-05-18;15
"81";2020-05-18;5
"82";2020-05-18;3
"83";2020-05-18;28
"84";2020-05-18;10
"85";2020-05-18;8
"86";2020-05-18;3
"87";2020-05-18;4
"88";2020-05-18;14
"89";2020-05-18;11
"90";2020-05-18;2
"91";2020-05-18;31
"92";2020-05-18;52
"93";2020-05-18;37
"94";2020-05-18;34
"95";2020-05-18;29
"971";2020-05-18;5
"972";2020-05-18;1
"973";2020-05-18;3
"974";2020-05-18;2
"976";2020-05-18;1
"01";2020-05-19;16
"02";2020-05-19;12
"03";2020-05-19;3
"04";2020-05-19;7
"05";2020-05-19;5
"06";2020-05-19;29
"07";2020-05-19;13
"08";2020-05-19;7
"09";2020-05-19;2
"10";2020-05-19;8
"11";2020-05-19;5
"12";2020-05-19;3
"13";2020-05-19;57
"14";2020-05-19;13
"15";2020-05-19;6
"16";2020-05-19;3
"17";2020-05-19;6
"18";2020-05-19;5
"19";2020-05-19;4
"21";2020-05-19;12
"22";2020-05-19;9
"23";2020-05-19;2
"24";2020-05-19;3
"25";2020-05-19;12
"26";2020-05-19;14
"27";2020-05-19;8
"28";2020-05-19;10
"29";2020-05-19;14
"2A";2020-05-19;5
"2B";2020-05-19;1
"30";2020-05-19;5
"31";2020-05-19;15
"32";2020-05-19;2
"33";2020-05-19;22
"34";2020-05-19;17
"35";2020-05-19;16
"36";2020-05-19;10
"37";2020-05-19;12
"38";2020-05-19;14
"39";2020-05-19;6
"40";2020-05-19;2
"41";2020-05-19;9
"42";2020-05-19;20
"43";2020-05-19;7
"44";2020-05-19;25
"45";2020-05-19;13
"46";2020-05-19;4
"47";2020-05-19;4
"48";2020-05-19;1
"49";2020-05-19;22
"50";2020-05-19;11
"51";2020-05-19;13
"52";2020-05-19;10
"53";2020-05-19;9
"54";2020-05-19;23
"55";2020-05-19;5
"56";2020-05-19;12
"57";2020-05-19;32
"58";2020-05-19;5
"59";2020-05-19;51
"60";2020-05-19;23
"61";2020-05-19;9
"62";2020-05-19;29
"63";2020-05-19;9
"64";2020-05-19;8
"65";2020-05-19;5
"66";2020-05-19;3
"67";2020-05-19;29
"68";2020-05-19;32
"69";2020-05-19;44
"70";2020-05-19;6
"71";2020-05-19;14
"72";2020-05-19;14
"73";2020-05-19;10
"74";2020-05-19;22
"75";2020-05-19;52
"76";2020-05-19;24
"77";2020-05-19;28
"78";2020-05-19;37
"79";2020-05-19;7
"80";2020-05-19;15
"81";2020-05-19;5
"82";2020-05-19;3
"83";2020-05-19;28
"84";2020-05-19;10
"85";2020-05-19;8
"86";2020-05-19;3
"87";2020-05-19;4
"88";2020-05-19;14
"89";2020-05-19;11
"90";2020-05-19;2
"91";2020-05-19;31
"92";2020-05-19;52
"93";2020-05-19;37
"94";2020-05-19;34
"95";2020-05-19;29
"971";2020-05-19;5
"972";2020-05-19;1
"973";2020-05-19;3
"974";2020-05-19;2
"976";2020-05-19;1
"01";2020-05-20;16
"02";2020-05-20;12
"03";2020-05-20;3
"04";2020-05-20;7
"05";2020-05-20;5
"06";2020-05-20;29
"07";2020-05-20;13
"08";2020-05-20;7
"09";2020-05-20;2
"10";2020-05-20;9
"11";2020-05-20;5
"12";2020-05-20;3
"13";2020-05-20;57
"14";2020-05-20;13
"15";2020-05-20;6
"16";2020-05-20;3
"17";2020-05-20;6
"18";2020-05-20;5
"19";2020-05-20;4
"21";2020-05-20;12
"22";2020-05-20;9
"23";2020-05-20;2
"24";2020-05-20;3
"25";2020-05-20;12
"26";2020-05-20;14
"27";2020-05-20;8
"28";2020-05-20;10
"29";2020-05-20;14
"2A";2020-05-20;5
"2B";2020-05-20;1
"30";2020-05-20;5
"31";2020-05-20;15
"32";2020-05-20;2
"33";2020-05-20;22
"34";2020-05-20;17
"35";2020-05-20;16
"36";2020-05-20;10
"37";2020-05-20;12
"38";2020-05-20;17
"39";2020-05-20;6
"40";2020-05-20;2
"41";2020-05-20;9
"42";2020-05-20;20
"43";2020-05-20;7
"44";2020-05-20;25
"45";2020-05-20;13
"46";2020-05-20;4
"47";2020-05-20;4
"48";2020-05-20;1
"49";2020-05-20;22
"50";2020-05-20;11
"51";2020-05-20;13
"52";2020-05-20;10
"53";2020-05-20;9
"54";2020-05-20;23
"55";2020-05-20;5
"56";2020-05-20;12
"57";2020-05-20;32
"58";2020-05-20;5
"59";2020-05-20;51
"60";2020-05-20;23
"61";2020-05-20;9
"62";2020-05-20;29
"63";2020-05-20;9
"64";2020-05-20;8
"65";2020-05-20;5
"66";2020-05-20;3
"67";2020-05-20;29
"68";2020-05-20;32
"69";2020-05-20;44
"70";2020-05-20;6
"71";2020-05-20;14
"72";2020-05-20;14
"73";2020-05-20;10
"74";2020-05-20;22
"75";2020-05-20;52
"76";2020-05-20;24
"77";2020-05-20;28
"78";2020-05-20;37
"79";2020-05-20;7
"80";2020-05-20;15
"81";2020-05-20;5
"82";2020-05-20;3
"83";2020-05-20;28
"84";2020-05-20;10
"85";2020-05-20;8
"86";2020-05-20;3
"87";2020-05-20;4
"88";2020-05-20;14
"89";2020-05-20;11
"90";2020-05-20;2
"91";2020-05-20;31
"92";2020-05-20;52
"93";2020-05-20;37
"94";2020-05-20;34
"95";2020-05-20;29
"971";2020-05-20;5
"972";2020-05-20;1
"973";2020-05-20;3
"974";2020-05-20;2
"976";2020-05-20;1
"01";2020-05-21;15
"02";2020-05-21;12
"03";2020-05-21;3
"04";2020-05-21;7
"05";2020-05-21;5
"06";2020-05-21;29
"07";2020-05-21;13
"08";2020-05-21;7
"09";2020-05-21;2
"10";2020-05-21;9
"11";2020-05-21;5
"12";2020-05-21;3
"13";2020-05-21;57
"14";2020-05-21;13
"15";2020-05-21;6
"16";2020-05-21;3
"17";2020-05-21;6
"18";2020-05-21;5
"19";2020-05-21;4
"21";2020-05-21;12
"22";2020-05-21;9
"23";2020-05-21;2
"24";2020-05-21;3
"25";2020-05-21;12
"26";2020-05-21;14
"27";2020-05-21;8
"28";2020-05-21;10
"29";2020-05-21;14
"2A";2020-05-21;5
"2B";2020-05-21;1
"30";2020-05-21;5
"31";2020-05-21;15
"32";2020-05-21;2
"33";2020-05-21;22
"34";2020-05-21;17
"35";2020-05-21;16
"36";2020-05-21;10
"37";2020-05-21;12
"38";2020-05-21;17
"39";2020-05-21;6
"40";2020-05-21;2
"41";2020-05-21;9
"42";2020-05-21;20
"43";2020-05-21;7
"44";2020-05-21;25
"45";2020-05-21;13
"46";2020-05-21;4
"47";2020-05-21;4
"48";2020-05-21;1
"49";2020-05-21;22
"50";2020-05-21;11
"51";2020-05-21;13
"52";2020-05-21;10
"53";2020-05-21;9
"54";2020-05-21;23
"55";2020-05-21;5
"56";2020-05-21;12
"57";2020-05-21;32
"58";2020-05-21;5
"59";2020-05-21;51
"60";2020-05-21;23
"61";2020-05-21;9
"62";2020-05-21;29
"63";2020-05-21;9
"64";2020-05-21;8
"65";2020-05-21;5
"66";2020-05-21;3
"67";2020-05-21;29
"68";2020-05-21;32
"69";2020-05-21;44
"70";2020-05-21;6
"71";2020-05-21;14
"72";2020-05-21;14
"73";2020-05-21;10
"74";2020-05-21;22
"75";2020-05-21;52
"76";2020-05-21;24
"77";2020-05-21;28
"78";2020-05-21;37
"79";2020-05-21;8
"80";2020-05-21;15
"81";2020-05-21;5
"82";2020-05-21;3
"83";2020-05-21;28
"84";2020-05-21;10
"85";2020-05-21;8
"86";2020-05-21;3
"87";2020-05-21;4
"88";2020-05-21;14
"89";2020-05-21;11
"90";2020-05-21;2
"91";2020-05-21;31
"92";2020-05-21;52
"93";2020-05-21;37
"94";2020-05-21;34
"95";2020-05-21;29
"971";2020-05-21;5
"972";2020-05-21;1
"973";2020-05-21;3
"974";2020-05-21;2
"976";2020-05-21;1
"01";2020-05-22;15
"02";2020-05-22;12
"03";2020-05-22;3
"04";2020-05-22;7
"05";2020-05-22;5
"06";2020-05-22;29
"07";2020-05-22;13
"08";2020-05-22;7
"09";2020-05-22;2
"10";2020-05-22;9
"11";2020-05-22;5
"12";2020-05-22;3
"13";2020-05-22;57
"14";2020-05-22;13
"15";2020-05-22;6
"16";2020-05-22;3
"17";2020-05-22;6
"18";2020-05-22;5
"19";2020-05-22;4
"21";2020-05-22;12
"22";2020-05-22;9
"23";2020-05-22;2
"24";2020-05-22;3
"25";2020-05-22;12
"26";2020-05-22;14
"27";2020-05-22;8
"28";2020-05-22;10
"29";2020-05-22;14
"2A";2020-05-22;5
"2B";2020-05-22;1
"30";2020-05-22;5
"31";2020-05-22;15
"32";2020-05-22;2
"33";2020-05-22;22
"34";2020-05-22;17
"35";2020-05-22;16
"36";2020-05-22;10
"37";2020-05-22;12
"38";2020-05-22;17
"39";2020-05-22;6
"40";2020-05-22;2
"41";2020-05-22;9
"42";2020-05-22;20
"43";2020-05-22;7
"44";2020-05-22;25
"45";2020-05-22;13
"46";2020-05-22;4
"47";2020-05-22;4
"48";2020-05-22;1
"49";2020-05-22;22
"50";2020-05-22;11
"51";2020-05-22;13
"52";2020-05-22;10
"53";2020-05-22;9
"54";2020-05-22;23
"55";2020-05-22;5
"56";2020-05-22;12
"57";2020-05-22;32
"58";2020-05-22;5
"59";2020-05-22;51
"60";2020-05-22;23
"61";2020-05-22;9
"62";2020-05-22;29
"63";2020-05-22;9
"64";2020-05-22;8
"65";2020-05-22;5
"66";2020-05-22;3
"67";2020-05-22;29
"68";2020-05-22;32
"69";2020-05-22;44
"70";2020-05-22;6
"71";2020-05-22;14
"72";2020-05-22;14
"73";2020-05-22;10
"74";2020-05-22;22
"75";2020-05-22;52
"76";2020-05-22;24
"77";2020-05-22;28
"78";2020-05-22;37
"79";2020-05-22;8
"80";2020-05-22;15
"81";2020-05-22;5
"82";2020-05-22;3
"83";2020-05-22;28
"84";2020-05-22;10
"85";2020-05-22;8
"86";2020-05-22;3
"87";2020-05-22;4
"88";2020-05-22;14
"89";2020-05-22;11
"90";2020-05-22;2
"91";2020-05-22;31
"92";2020-05-22;52
"93";2020-05-22;37
"94";2020-05-22;34
"95";2020-05-22;29
"971";2020-05-22;5
"972";2020-05-22;1
"973";2020-05-22;3
"974";2020-05-22;2
"976";2020-05-22;1
"01";2020-05-23;15
"02";2020-05-23;12
"03";2020-05-23;3
"04";2020-05-23;7
"05";2020-05-23;5
"06";2020-05-23;29
"07";2020-05-23;13
"08";2020-05-23;7
"09";2020-05-23;2
"10";2020-05-23;9
"11";2020-05-23;5
"12";2020-05-23;3
"13";2020-05-23;57
"14";2020-05-23;13
"15";2020-05-23;6
"16";2020-05-23;3
"17";2020-05-23;6
"18";2020-05-23;5
"19";2020-05-23;4
"21";2020-05-23;12
"22";2020-05-23;9
"23";2020-05-23;2
"24";2020-05-23;3
"25";2020-05-23;12
"26";2020-05-23;14
"27";2020-05-23;8
"28";2020-05-23;10
"29";2020-05-23;14
"2A";2020-05-23;5
"2B";2020-05-23;1
"30";2020-05-23;5
"31";2020-05-23;15
"32";2020-05-23;2
"33";2020-05-23;22
"34";2020-05-23;17
"35";2020-05-23;16
"36";2020-05-23;10
"37";2020-05-23;12
"38";2020-05-23;17
"39";2020-05-23;6
"40";2020-05-23;2
"41";2020-05-23;9
"42";2020-05-23;20
"43";2020-05-23;7
"44";2020-05-23;25
"45";2020-05-23;13
"46";2020-05-23;4
"47";2020-05-23;4
"48";2020-05-23;1
"49";2020-05-23;22
"50";2020-05-23;11
"51";2020-05-23;13
"52";2020-05-23;10
"53";2020-05-23;9
"54";2020-05-23;23
"55";2020-05-23;5
"56";2020-05-23;12
"57";2020-05-23;32
"58";2020-05-23;5
"59";2020-05-23;51
"60";2020-05-23;23
"61";2020-05-23;9
"62";2020-05-23;29
"63";2020-05-23;9
"64";2020-05-23;8
"65";2020-05-23;5
"66";2020-05-23;3
"67";2020-05-23;29
"68";2020-05-23;32
"69";2020-05-23;44
"70";2020-05-23;6
"71";2020-05-23;14
"72";2020-05-23;14
"73";2020-05-23;10
"74";2020-05-23;22
"75";2020-05-23;52
"76";2020-05-23;24
"77";2020-05-23;28
"78";2020-05-23;37
"79";2020-05-23;8
"80";2020-05-23;15
"81";2020-05-23;5
"82";2020-05-23;3
"83";2020-05-23;28
"84";2020-05-23;10
"85";2020-05-23;8
"86";2020-05-23;3
"87";2020-05-23;4
"88";2020-05-23;14
"89";2020-05-23;11
"90";2020-05-23;2
"91";2020-05-23;31
"92";2020-05-23;52
"93";2020-05-23;37
"94";2020-05-23;34
"95";2020-05-23;29
"971";2020-05-23;5
"972";2020-05-23;1
"973";2020-05-23;3
"974";2020-05-23;2
"976";2020-05-23;1
"01";2020-05-24;15
"02";2020-05-24;12
"03";2020-05-24;3
"04";2020-05-24;7
"05";2020-05-24;5
"06";2020-05-24;29
"07";2020-05-24;13
"08";2020-05-24;7
"09";2020-05-24;2
"10";2020-05-24;9
"11";2020-05-24;5
"12";2020-05-24;3
"13";2020-05-24;57
"14";2020-05-24;13
"15";2020-05-24;6
"16";2020-05-24;3
"17";2020-05-24;6
"18";2020-05-24;5
"19";2020-05-24;4
"21";2020-05-24;12
"22";2020-05-24;9
"23";2020-05-24;2
"24";2020-05-24;3
"25";2020-05-24;12
"26";2020-05-24;14
"27";2020-05-24;8
"28";2020-05-24;10
"29";2020-05-24;14
"2A";2020-05-24;5
"2B";2020-05-24;1
"30";2020-05-24;5
"31";2020-05-24;15
"32";2020-05-24;2
"33";2020-05-24;22
"34";2020-05-24;17
"35";2020-05-24;16
"36";2020-05-24;10
"37";2020-05-24;12
"38";2020-05-24;17
"39";2020-05-24;6
"40";2020-05-24;2
"41";2020-05-24;9
"42";2020-05-24;20
"43";2020-05-24;7
"44";2020-05-24;26
"45";2020-05-24;13
"46";2020-05-24;4
"47";2020-05-24;4
"48";2020-05-24;1
"49";2020-05-24;22
"50";2020-05-24;11
"51";2020-05-24;13
"52";2020-05-24;10
"53";2020-05-24;9
"54";2020-05-24;23
"55";2020-05-24;5
"56";2020-05-24;12
"57";2020-05-24;32
"58";2020-05-24;5
"59";2020-05-24;51
"60";2020-05-24;23
"61";2020-05-24;9
"62";2020-05-24;29
"63";2020-05-24;9
"64";2020-05-24;8
"65";2020-05-24;5
"66";2020-05-24;3
"67";2020-05-24;29
"68";2020-05-24;32
"69";2020-05-24;44
"70";2020-05-24;6
"71";2020-05-24;14
"72";2020-05-24;14
"73";2020-05-24;10
"74";2020-05-24;22
"75";2020-05-24;52
"76";2020-05-24;24
"77";2020-05-24;28
"78";2020-05-24;37
"79";2020-05-24;8
"80";2020-05-24;15
"81";2020-05-24;5
"82";2020-05-24;3
"83";2020-05-24;28
"84";2020-05-24;10
"85";2020-05-24;8
"86";2020-05-24;3
"87";2020-05-24;4
"88";2020-05-24;14
"89";2020-05-24;11
"90";2020-05-24;2
"91";2020-05-24;31
"92";2020-05-24;52
"93";2020-05-24;37
"94";2020-05-24;34
"95";2020-05-24;29
"971";2020-05-24;5
"972";2020-05-24;1
"973";2020-05-24;3
"974";2020-05-24;3
"976";2020-05-24;1
"01";2020-05-25;15
"02";2020-05-25;12
"03";2020-05-25;3
"04";2020-05-25;7
"05";2020-05-25;5
"06";2020-05-25;29
"07";2020-05-25;13
"08";2020-05-25;7
"09";2020-05-25;2
"10";2020-05-25;9
"11";2020-05-25;5
"12";2020-05-25;3
"13";2020-05-25;57
"14";2020-05-25;13
"15";2020-05-25;6
"16";2020-05-25;3
"17";2020-05-25;6
"18";2020-05-25;5
"19";2020-05-25;4
"21";2020-05-25;12
"22";2020-05-25;9
"23";2020-05-25;2
"24";2020-05-25;3
"25";2020-05-25;12
"26";2020-05-25;14
"27";2020-05-25;8
"28";2020-05-25;10
"29";2020-05-25;14
"2A";2020-05-25;5
"2B";2020-05-25;1
"30";2020-05-25;5
"31";2020-05-25;15
"32";2020-05-25;2
"33";2020-05-25;22
"34";2020-05-25;17
"35";2020-05-25;16
"36";2020-05-25;10
"37";2020-05-25;12
"38";2020-05-25;17
"39";2020-05-25;6
"40";2020-05-25;2
"41";2020-05-25;9
"42";2020-05-25;20
"43";2020-05-25;7
"44";2020-05-25;26
"45";2020-05-25;13
"46";2020-05-25;4
"47";2020-05-25;4
"48";2020-05-25;1
"49";2020-05-25;22
"50";2020-05-25;11
"51";2020-05-25;13
"52";2020-05-25;10
"53";2020-05-25;9
"54";2020-05-25;23
"55";2020-05-25;5
"56";2020-05-25;12
"57";2020-05-25;32
"58";2020-05-25;5
"59";2020-05-25;51
"60";2020-05-25;23
"61";2020-05-25;9
"62";2020-05-25;29
"63";2020-05-25;9
"64";2020-05-25;8
"65";2020-05-25;5
"66";2020-05-25;3
"67";2020-05-25;29
"68";2020-05-25;32
"69";2020-05-25;44
"70";2020-05-25;6
"71";2020-05-25;14
"72";2020-05-25;14
"73";2020-05-25;10
"74";2020-05-25;22
"75";2020-05-25;52
"76";2020-05-25;24
"77";2020-05-25;28
"78";2020-05-25;37
"79";2020-05-25;8
"80";2020-05-25;15
"81";2020-05-25;5
"82";2020-05-25;3
"83";2020-05-25;28
"84";2020-05-25;10
"85";2020-05-25;8
"86";2020-05-25;3
"87";2020-05-25;4
"88";2020-05-25;14
"89";2020-05-25;11
"90";2020-05-25;2
"91";2020-05-25;31
"92";2020-05-25;53
"93";2020-05-25;37
"94";2020-05-25;34
"95";2020-05-25;29
"971";2020-05-25;5
"972";2020-05-25;1
"973";2020-05-25;3
"974";2020-05-25;2
"976";2020-05-25;1
"01";2020-05-26;15
"02";2020-05-26;12
"03";2020-05-26;3
"04";2020-05-26;7
"05";2020-05-26;5
"06";2020-05-26;29
"07";2020-05-26;13
"08";2020-05-26;7
"09";2020-05-26;2
"10";2020-05-26;9
"11";2020-05-26;5
"12";2020-05-26;3
"13";2020-05-26;57
"14";2020-05-26;13
"15";2020-05-26;6
"16";2020-05-26;4
"17";2020-05-26;6
"18";2020-05-26;5
"19";2020-05-26;4
"21";2020-05-26;12
